datetime,demand_mw,temperature,humidity,wind_speed,hour,day_of_week
2021-01-02 07:00:00,170049.77329039673,28.111165921964584,65.22107023488228,12.0,7,5
2021-01-02 08:00:00,175956.52204890468,28.114751299557653,65.22820031399073,12.0,8,5
2021-01-02 09:00:00,181025.72485595345,28.11833661811578,65.23533027702805,12.0,9,5
2021-01-02 10:00:00,184911.13184177986,28.121921875794467,65.24246012036772,12.0,10,5
2021-01-02 11:00:00,187347.2199686731,28.12550707074924,65.24958984038321,12.0,11,5
2021-01-02 12:00:00,188167.27243364428,28.129092201135663,65.25671943344808,12.0,12,5
2021-01-02 13:00:00,187314.72203054166,28.13267726510933,65.26384889593596,12.0,13,5
2021-01-02 14:00:00,184846.98667456585,28.136262260825866,65.27097822422056,12.0,14,5
2021-01-02 15:00:00,180931.53702913393,28.13984718644094,65.2781074146756,12.0,15,5
2021-01-02 16:00:00,175834.46554443028,28.14343204011024,65.28523646367495,12.0,16,5
2021-01-02 17:00:00,169902.337143112,28.14701681998952,65.2923653675925,12.0,17,5
2021-01-02 18:00:00,163538.5594588946,28.150601524234542,65.29949412280222,12.0,18,5
2021-01-02 19:00:00,157175.88377053547,28.154186151001124,65.30662272567815,12.0,19,5
2021-01-02 20:00:00,151246.91115839873,28.157770698445116,65.31375117259445,12.0,20,5
2021-01-02 21:00:00,146154.61401467875,28.161355164722416,65.32087945992531,12.0,21,5
2021-01-02 22:00:00,142244.88164325667,28.164939547988958,65.32800758404501,12.0,22,5
2021-01-02 23:00:00,139782.9604099112,28.16852384640072,65.33513554132794,12.0,23,5
2021-01-03 00:00:00,138935.39319438374,28.17210805811373,65.34226332814856,12.0,0,6
2021-01-03 01:00:00,139758.68788084525,28.175692181284045,65.3493909408814,12.0,1,6
2021-01-03 02:00:00,142195.48587607595,28.179276214067787,65.3565183759011,12.0,2,6
2021-01-03 03:00:00,146078.49043990608,28.18286015462111,65.3636456295824,12.0,3,6
2021-01-03 04:00:00,151141.88579408356,28.18644400110022,65.37077269830007,12.0,4,6
2021-01-03 05:00:00,157039.46758183325,28.190027751661372,65.37789957842907,12.0,5,6
2021-01-03 06:00:00,163368.24805730244,28.19361140446087,65.38502626634437,12.0,6,6
2021-01-03 07:00:00,169695.9265369134,28.197194957655075,65.39215275842109,12.0,7,6
2021-01-03 08:00:00,175590.35253548154,28.20077840940038,65.39927905103443,12.0,8,6
2021-01-03 09:00:00,180648.9735486754,28.204361757853256,65.40640514055968,12.0,9,6
2021-01-03 10:00:00,184526.26083849565,28.20794500117021,65.41353102337229,12.0,10,6
2021-01-03 11:00:00,186957.24471109596,28.2115281375078,65.42065669584773,12.0,11,6
2021-01-03 12:00:00,187775.55620998234,28.215111165022652,65.42778215436162,12.0,12,6
2021-01-03 13:00:00,186924.74677296457,28.218694081871444,65.43490739528971,12.0,13,6
2021-01-03 14:00:00,184462.11567128164,28.222276886210903,65.44203241500784,12.0,14,6
2021-01-03 15:00:00,180554.78572185585,28.225859576197827,65.44915720989195,12.0,15,6
2021-01-03 16:00:00,175468.29603100714,28.229442149989058,65.45628177631811,12.0,16,6
2021-01-03 17:00:00,169548.49038962866,28.233024605741512,65.4634061106625,12.0,17,6
2021-01-03 18:00:00,163197.9366557103,28.23660694161216,65.47053020930142,12.0,18,6
2021-01-03 19:00:00,156848.4849176502,28.240189155758028,65.4776540686113,12.0,19,6
2021-01-03 20:00:00,150931.83506545323,28.243771246336212,65.48477768496866,12.0,20,6
2021-01-03 21:00:00,145850.11971558817,28.247353211503874,65.49190105475019,12.0,21,6
2021-01-03 22:00:00,141948.50704017223,28.250935049418235,65.49902417433266,12.0,22,6
2021-01-03 23:00:00,139491.69006111968,28.25451675823658,65.50614704009301,12.0,23,6
2021-01-04 00:00:00,138645.8638116771,28.25809833611627,65.51326964840827,12.0,0,0
2021-01-04 01:00:00,139467.41753205375,28.26167978121472,65.52039199565563,12.0,1,0
2021-01-04 02:00:00,141899.11127299152,28.26526109168942,65.52751407821239,12.0,2,0
2021-01-04 03:00:00,145773.99614081552,28.268842265697938,65.53463589245601,12.0,3,0
2021-01-04 04:00:00,150826.80970113806,28.272423301397897,65.54175743476405,12.0,4,0
2021-01-04 05:00:00,156712.068728948,28.276004196947,65.54887870151425,12.0,5,0
2021-01-04 06:00:00,163027.62525411815,28.279584950503015,65.55599968908447,12.0,6,0
2021-01-04 07:00:00,169342.07978343003,28.283165560223797,65.5631203938527,12.0,7,0
2021-01-04 08:00:00,175224.1830220584,28.286746024267256,65.5702408121971,12.0,8,0
2021-01-04 09:00:00,180272.2222413973,28.290326340791395,65.57736094049595,12.0,9,0
2021-01-04 10:00:00,184141.38983521145,28.293906507954283,65.5844807751277,12.0,10,0
2021-01-04 11:00:00,186567.26945351888,28.297486523914063,65.59160031247093,12.0,11,0
2021-01-04 12:00:00,187383.83998632035,28.301066386828964,65.59871954890438,12.0,12,0
2021-01-04 13:00:00,186534.77151538743,28.304646094857294,65.60583848080697,12.0,13,0
2021-01-04 14:00:00,184077.24466799744,28.308225646157428,65.61295710455771,12.0,14,0
2021-01-04 15:00:00,180178.0344145778,28.311805038887837,65.62007541653583,12.0,15,0
2021-01-04 16:00:00,175102.126517584,28.315384271207066,65.62719341312066,12.0,16,0
2021-01-04 17:00:00,169194.6436361453,28.318963341273744,65.63431109069178,12.0,17,0
2021-01-04 18:00:00,162857.313852526,28.32254224724658,65.64142844562883,12.0,18,0
2021-01-04 19:00:00,156521.0860647649,28.326120987284376,65.64854547431167,12.0,19,0
2021-01-04 20:00:00,150616.75897250776,28.329699559546007,65.65566217312033,12.0,20,0
2021-01-04 21:00:00,145545.6254164976,28.333277962190447,65.66277853843499,12.0,21,0
2021-01-04 22:00:00,141652.13243708783,28.336856193376747,65.66989456663599,12.0,22,0
2021-01-04 23:00:00,139200.4197123282,28.340434251264053,65.67701025410388,12.0,23,0
2021-01-05 00:00:00,138356.3344289704,28.3440121340116,65.68412559721932,12.0,0,1
2021-01-05 01:00:00,139176.14718326222,28.347589839778706,65.69124059236322,12.0,1,1
2021-01-05 02:00:00,141602.73666990708,28.351167366724788,65.69835523591662,12.0,2,1
2021-01-05 03:00:00,145469.50184172497,28.35474471300935,65.70546952426074,12.0,3,1
2021-01-05 04:00:00,150511.7336081926,28.358321876791994,65.712583453777,12.0,4,1
2021-01-05 05:00:00,156384.66987606272,28.36189885623241,65.719697020847,12.0,5,1
2021-01-05 06:00:00,162687.00245093383,28.36547564949039,65.72681022185249,12.0,6,1
2021-01-05 07:00:00,168988.23302994666,28.36905225472581,65.73392305317545,12.0,7,1
2021-01-05 08:00:00,174858.01350863525,28.372628670098653,65.74103551119804,12.0,8,1
2021-01-05 09:00:00,179895.47093411922,28.376204893769,65.74814759230259,12.0,9,1
2021-01-05 10:00:00,183756.51883192727,28.379780923897027,65.75525929287163,12.0,10,1
2021-01-05 11:00:00,186177.29419594177,28.383356758643004,65.76237060928788,12.0,11,1
2021-01-05 12:00:00,186992.1237626584,28.386932396167314,65.7694815379343,12.0,12,1
2021-01-05 13:00:00,186144.79625781032,28.390507834630434,65.77659207519396,12.0,13,1
2021-01-05 14:00:00,183692.37366471323,28.39408307219294,65.78370221745021,12.0,14,1
2021-01-05 15:00:00,179801.28310729974,28.397658107015523,65.79081196108656,12.0,15,1
2021-01-05 16:00:00,174735.95700416088,28.401232937258968,65.79792130248673,12.0,16,1
2021-01-05 17:00:00,168840.79688266193,28.404807561084162,65.80503023803465,12.0,17,1
2021-01-05 18:00:00,162516.69104934167,28.408381976652112,65.81213876411444,12.0,18,1
2021-01-05 19:00:00,156193.68721187965,28.411956182123923,65.81924687711046,12.0,19,1
2021-01-05 20:00:00,150301.68287956226,28.41553017566081,65.82635457340724,12.0,20,1
2021-01-05 21:00:00,145241.1311174071,28.41910395542409,65.83346184938956,12.0,21,1
2021-01-05 22:00:00,141355.7578340034,28.42267751957521,65.84056870144241,12.0,22,1
2021-01-05 23:00:00,138909.14936353668,28.426250866275705,65.84767512595094,12.0,23,1
2021-01-06 00:00:00,138066.80504626373,28.429823993687233,65.8547811193006,12.0,0,2
2021-01-06 01:00:00,138884.87683447072,28.433396899971562,65.861886677877,12.0,1,2
2021-01-06 02:00:00,141306.36206682265,28.43696958329058,65.86899179806598,12.0,2,2
2021-01-06 03:00:00,145165.00754263444,28.44054204180628,65.87609647625364,12.0,3,2
2021-01-06 04:00:00,150196.6575152471,28.44411427368078,65.88320070882625,12.0,4,2
2021-01-06 05:00:00,156057.27102317745,28.447686277076304,65.89030449217037,12.0,5,2
2021-01-06 06:00:00,162346.3796477495,28.451258050155204,65.89740782267273,12.0,6,2
2021-01-06 07:00:00,168634.3862764633,28.454829591079946,65.90451069672031,12.0,7,2
2021-01-06 08:00:00,174491.8439952121,28.458400898013114,65.91161311070034,12.0,8,2
2021-01-06 09:00:00,179518.71962684116,28.461971969117414,65.91871506100026,12.0,9,2
2021-01-06 10:00:00,183371.6478286431,28.465542802555674,65.92581654400776,12.0,10,2
2021-01-06 11:00:00,185787.31893836462,28.469113396490844,65.93291755611075,12.0,11,2
2021-01-06 12:00:00,186600.40753899643,28.472683749085995,65.94001809369742,12.0,12,2
2021-01-06 13:00:00,185754.82100023318,28.476253858504325,65.94711815315615,12.0,13,2
2021-01-06 14:00:00,183307.50266142905,28.479823722909156,65.95421773087561,12.0,14,2
2021-01-06 15:00:00,179424.53180002165,28.483393340463937,65.96131682324467,12.0,15,2
2021-01-06 16:00:00,174369.78749073774,28.48696270933224,65.96841542665248,12.0,16,2
2021-01-06 17:00:00,168486.9501291786,28.49053182767777,65.97551353748842,12.0,17,2
2021-01-06 18:00:00,162176.06824615735,28.494100693664357,65.98261115214214,12.0,18,2
2021-01-06 19:00:00,155866.28835899438,28.497669305455965,65.98970826700354,12.0,19,2
2021-01-06 20:00:00,149986.6067866168,28.501237661216685,65.99680487846273,12.0,20,2
2021-01-06 21:00:00,144936.63681831653,28.504805759110745,66.00390098291014,12.0,21,2
2021-01-06 22:00:00,141059.38323091896,28.508373597302494,66.01099657673643,12.0,22,2
2021-01-06 23:00:00,138617.87901474518,28.51194117395643,66.0180916563325,12.0,23,2
2021-01-07 00:00:00,137777.27566355708,28.515508487237174,66.02518621808954,12.0,0,3
2021-01-07 01:00:00,138593.6064856792,28.519075535309486,66.032280258399,12.0,1,3
2021-01-07 02:00:00,141009.98746373822,28.522642316338267,66.03937377365258,12.0,2,3
2021-01-07 03:00:00,144860.51324354386,28.52620882848855,66.04646676024227,12.0,3,3
2021-01-07 04:00:00,149881.5814223016,28.529775069925503,66.0535592145603,12.0,4,3
2021-01-07 05:00:00,155729.8721702922,28.533341038814438,66.06065113299918,12.0,5,3
2021-01-07 06:00:00,162005.75684456519,28.536906733320816,66.06774251195172,12.0,6,3
2021-01-07 07:00:00,168280.53952297996,28.54047215161022,66.07483334781097,12.0,7,3
2021-01-07 08:00:00,174125.674481789,28.544037291848394,66.08192363697026,12.0,8,3
2021-01-07 09:00:00,179141.96831956308,28.547602152201208,66.08901337582323,12.0,9,3
2021-01-07 10:00:00,182986.7768253589,28.55116673083469,66.09610256076377,12.0,10,3
2021-01-07 11:00:00,185397.3436807875,28.554731025915007,66.10319118818603,12.0,11,3
2021-01-07 12:00:00,186208.69131533446,28.558295035608474,66.11027925448451,12.0,12,3
2021-01-07 13:00:00,185364.8457426561,28.56185875808154,66.11736675605394,12.0,13,3
2021-01-07 14:00:00,182922.63165814485,28.56542219150083,66.12445368928937,12.0,14,3
2021-01-07 15:00:00,179047.78049274356,28.568985334033087,66.1315400505861,12.0,15,3
2021-01-07 16:00:00,174003.6179773146,28.57254818384522,66.13862583633974,12.0,16,3
2021-01-07 17:00:00,168133.1033756952,28.57611073910429,66.14571104294623,12.0,17,3
2021-01-07 18:00:00,161835.44544297302,28.579672997977504,66.15279566680177,12.0,18,3
2021-01-07 19:00:00,155538.88950610912,28.583234958632218,66.15987970430282,12.0,19,3
2021-01-07 20:00:00,149671.5306936713,28.58679661923595,66.16696315184622,12.0,20,3
2021-01-07 21:00:00,144632.14251922598,28.59035797795637,66.17404600582904,12.0,21,3
2021-01-07 22:00:00,140763.00862783453,28.5939190329613,66.18112826264868,12.0,22,3
2021-01-07 23:00:00,138326.60866595365,28.597479782418716,66.18820991870287,12.0,23,3
2021-01-08 00:00:00,137487.74628085044,28.601040224496764,66.19529097038958,12.0,0,4
2021-01-08 01:00:00,138302.33613688772,28.604600357363733,66.20237141410715,12.0,1,4
2021-01-08 02:00:00,140713.61286065378,28.60816017918808,66.20945124625419,12.0,2,4
2021-01-08 03:00:00,144556.0189444533,28.611719688138418,66.21653046322965,12.0,3,4
2021-01-08 04:00:00,149566.50532935612,28.61527888238352,66.22360906143277,12.0,4,4
2021-01-08 05:00:00,155402.4733174069,28.61883776009233,66.23068703726312,12.0,5,4
2021-01-08 06:00:00,161665.1340413809,28.622396319433946,66.23776438712058,12.0,6,4
2021-01-08 07:00:00,167926.69276949659,28.62595455857763,66.24484110740534,12.0,7,4
2021-01-08 08:00:00,173759.50496836586,28.62951247569281,66.25191719451792,12.0,8,4
2021-01-08 09:00:00,178765.21701228502,28.633070068949085,66.25899264485916,12.0,9,4
2021-01-08 10:00:00,182601.90582207468,28.63662733651621,66.26606745483024,12.0,10,4
2021-01-08 11:00:00,185007.36842321037,28.640184276564117,66.27314162083263,12.0,11,4
2021-01-08 12:00:00,185816.97509167253,28.643740887262904,66.28021513926817,12.0,12,4
2021-01-08 13:00:00,184974.87048507898,28.647297166782835,66.28728800653897,12.0,13,4
2021-01-08 14:00:00,182537.76065486064,28.65085311329435,66.29436021904755,12.0,14,4
2021-01-08 15:00:00,178671.02918546548,28.654408724968054,66.3014317731967,12.0,15,4
2021-01-08 16:00:00,173637.44846389146,28.65796399997473,66.30850266538957,12.0,16,4
2021-01-08 17:00:00,167779.25662221186,28.66151893648533,66.31557289202964,12.0,17,4
2021-01-08 18:00:00,161494.82263978873,28.66507353267098,66.32264244952073,12.0,18,4
2021-01-08 19:00:00,155211.49065322385,28.668627786702984,66.329711334267,12.0,19,4
2021-01-08 20:00:00,149356.4546007258,28.672181696752826,66.33677954267299,12.0,20,4
2021-01-08 21:00:00,144327.6482201354,28.67573526099216,66.34384707114349,12.0,21,4
2021-01-08 22:00:00,140466.6340247501,28.679288477592813,66.35091391608373,12.0,22,4
2021-01-08 23:00:00,138035.33831716218,28.682841344726803,66.35798007389924,12.0,23,4
2021-01-09 00:00:00,137198.21689814376,28.686393860566323,66.36504554099592,12.0,0,5
2021-01-09 01:00:00,138011.0657880962,28.689946023283746,66.37211031378001,12.0,1,5
2021-01-09 02:00:00,140417.23825756935,28.693497831051626,66.3791743886581,12.0,2,5
2021-01-09 03:00:00,144251.52464536275,28.6970492820427,66.38623776203714,12.0,3,5
2021-01-09 04:00:00,149251.42923641062,28.700600374429886,66.39330043032444,12.0,4,5
2021-01-09 05:00:00,155075.07446452166,28.704151106386295,66.40036238992768,12.0,5,5
2021-01-09 06:00:00,161324.51123819657,28.707701476085216,66.40742363725487,12.0,6,5
2021-01-09 07:00:00,167572.84601601324,28.711251481700124,66.41448416871438,12.0,7,5
2021-01-09 08:00:00,173393.33545494272,28.714801121404687,66.421543980715,12.0,8,5
2021-01-09 09:00:00,178388.46570500694,28.718350393372756,66.42860306966584,12.0,9,5
2021-01-09 10:00:00,182217.0348187905,28.721899295778375,66.43566143197637,12.0,10,5
2021-01-09 11:00:00,184617.3931656333,28.725447826795772,66.44271906405646,12.0,11,5
2021-01-09 12:00:00,185425.25886801054,28.728995984599372,66.44977596231634,12.0,12,5
2021-01-09 13:00:00,184584.89522750184,28.732543767363794,66.45683212316659,12.0,13,5
2021-01-09 14:00:00,182152.88965157644,28.73609117326384,66.46388754301822,12.0,14,5
2021-01-09 15:00:00,178294.27787818742,28.739638200474516,66.47094221828254,12.0,15,5
2021-01-09 16:00:00,173271.27895046835,28.743184847171015,66.47799614537132,12.0,16,5
2021-01-09 17:00:00,167425.40986872851,28.746731111528735,66.48504932069666,12.0,17,5
2021-01-09 18:00:00,161154.1998366044,28.750276991723265,66.49210174067105,12.0,18,5
2021-01-09 19:00:00,154884.0918003386,28.753822485930385,66.49915340170736,12.0,19,5
2021-01-09 20:00:00,149041.3785077803,28.757367592326087,66.50620430021887,12.0,20,5
2021-01-09 21:00:00,144023.15392104484,28.760912309086553,66.51325443261922,12.0,21,5
2021-01-09 22:00:00,140170.25942166566,28.76445663438817,66.52030379532248,12.0,22,5
2021-01-09 23:00:00,137744.06796837065,28.768000566407526,66.52735238474304,12.0,23,5
2021-01-10 00:00:00,136908.68751543708,28.771544103321407,66.53440019729577,12.0,0,6
2021-01-10 01:00:00,137719.7954393047,28.775087243306807,66.54144722939586,12.0,1,6
2021-01-10 02:00:00,140120.8636544849,28.77862998454092,66.54849347745895,12.0,2,6
2021-01-10 03:00:00,143947.03034627222,28.782172325201156,66.55553893790103,12.0,3,6
2021-01-10 04:00:00,148936.35314346515,28.785714263465113,66.56258360713855,12.0,4,6
2021-01-10 05:00:00,154747.6756116364,28.789255797510613,66.56962748158833,12.0,5,6
2021-01-10 06:00:00,160983.88843501225,28.792796925515674,66.57667055766757,12.0,6,6
2021-01-10 07:00:00,167218.99926252986,28.79633764565853,66.58371283179392,12.0,7,6
2021-01-10 08:00:00,173027.16594151955,28.799877956117623,66.59075430038541,12.0,8,6
2021-01-10 09:00:00,178011.71439772888,28.803417855071604,66.59779495986051,12.0,9,6
2021-01-10 10:00:00,181832.1638155063,28.806957340699338,66.60483480663804,12.0,10,6
2021-01-10 11:00:00,184227.41790805614,28.8104964111799,66.61187383713731,12.0,11,6
2021-01-10 12:00:00,185033.54264434858,28.814035064692582,66.618912047778,12.0,12,6
2021-01-10 13:00:00,184194.91996992473,28.817573299416892,66.62594943498021,12.0,13,6
2021-01-10 14:00:00,181768.01864829226,28.821111113532545,66.63298599516447,12.0,14,6
2021-01-10 15:00:00,177917.52657090937,28.82464850521948,66.64002172475172,12.0,15,6
2021-01-10 16:00:00,172905.1094370452,28.828185472657847,66.64705662016333,12.0,16,6
2021-01-10 17:00:00,167071.56311524514,28.83172201402802,66.6540906778211,12.0,17,6
2021-01-10 18:00:00,160813.5770334201,28.835258127510595,66.66112389414724,12.0,18,6
2021-01-10 19:00:00,154556.6929474533,28.83879381128638,66.66815626556439,12.0,19,6
2021-01-10 20:00:00,148726.30241483482,28.842329063536408,66.67518778849565,12.0,20,6
2021-01-10 21:00:00,143718.6596219543,28.845863882441932,66.68221845936449,12.0,21,6
2021-01-10 22:00:00,139873.88481858122,28.849398266184433,66.68924827459489,12.0,22,6
2021-01-10 23:00:00,137452.79761957916,28.85293221294561,66.6962772306112,12.0,23,6
2021-01-11 00:00:00,136619.1581327304,28.856465720907387,66.70330532383825,12.0,0,0
2021-01-11 01:00:00,137428.52509051317,28.85999878825192,66.7103325507013,12.0,1,0
2021-01-11 02:00:00,139824.4890514005,28.86353141316159,66.71735890762601,12.0,2,0
2021-01-11 03:00:00,143642.53604718167,28.867063593818994,66.72438439103853,12.0,3,0
2021-01-11 04:00:00,148621.27705051965,28.87059532840697,66.73140899736545,12.0,4,0
2021-01-11 05:00:00,154420.2767587511,28.87412661510859,66.73843272303378,12.0,5,0
2021-01-11 06:00:00,160643.26563182793,28.87765745210714,66.745455564471,12.0,6,0
2021-01-11 07:00:00,166865.1525090465,28.88118783758615,66.75247751810505,12.0,7,0
2021-01-11 08:00:00,172660.99642809643,28.884717769729377,66.75949858036428,12.0,8,0
2021-01-11 09:00:00,177634.9630904508,28.888247246720812,66.76651874767752,12.0,9,0
2021-01-11 10:00:00,181447.2928122221,28.891776266744685,66.77353801647408,12.0,10,0
2021-01-11 11:00:00,183837.44265047903,28.895304827985452,66.78055638318368,12.0,11,0
2021-01-11 12:00:00,184641.82642068662,28.89883292862781,66.78757384423652,12.0,12,0
2021-01-11 13:00:00,183804.9447123476,28.902360566856697,66.79459039606326,12.0,13,0
2021-01-11 14:00:00,181383.14764500808,28.905887740857278,66.80160603509502,12.0,14,0
2021-01-11 15:00:00,177540.77526363128,28.90941444881497,66.80862075776339,12.0,15,0
2021-01-11 16:00:00,172538.93992362206,28.91294068891542,66.81563456050044,12.0,16,0
2021-01-11 17:00:00,166717.71636176176,28.91646645934452,66.82264743973867,12.0,17,0
2021-01-11 18:00:00,160472.95423023577,28.9199917582884,66.82965939191106,12.0,18,0
2021-01-11 19:00:00,154229.29409456806,28.923516583933438,66.8366704134511,12.0,19,0
2021-01-11 20:00:00,148411.22632188932,28.927040934466255,66.84368050079271,12.0,20,0
2021-01-11 21:00:00,143414.16532286376,28.930564808073708,66.85068965037031,12.0,21,0
2021-01-11 22:00:00,139577.5102154968,28.93408820294291,66.85769785861879,12.0,22,0
2021-01-11 23:00:00,137161.52727078763,28.937611117261213,66.86470512197349,12.0,23,0
2021-01-12 00:00:00,136329.62875002372,28.94113354921622,66.87171143687029,12.0,0,1
2021-01-12 01:00:00,137137.2547417217,28.944655496995782,66.87871679974549,12.0,1,1
2021-01-12 02:00:00,139528.11444831608,28.948176958788,66.88572120703593,12.0,2,1
2021-01-12 03:00:00,143338.04174809108,28.95169793278122,66.89272465517888,12.0,3,1
2021-01-12 04:00:00,148306.20095757415,28.955218417164037,66.89972714061216,12.0,4,1
2021-01-12 05:00:00,154092.87790586584,28.958738410125314,66.90672865977403,12.0,5,1
2021-01-12 06:00:00,160302.64282864364,28.96225790985415,66.91372920910325,12.0,6,1
2021-01-12 07:00:00,166511.30575556317,28.965776914539905,66.9207287850391,12.0,7,1
2021-01-12 08:00:00,172294.8269146733,28.96929542237219,66.92772738402134,12.0,8,1
2021-01-12 09:00:00,177258.2117831727,28.972813431540875,66.9347250024902,12.0,9,1
2021-01-12 10:00:00,181062.42180893788,28.97633094023609,66.94172163688646,12.0,10,1
2021-01-12 11:00:00,183447.4673929019,28.97984794664821,66.94871728365135,12.0,11,1
2021-01-12 12:00:00,184250.11019702468,28.983364448967883,66.95571193922663,12.0,12,1
2021-01-12 13:00:00,183414.9694547705,28.986880445386003,66.96270560005458,12.0,13,1
2021-01-12 14:00:00,180998.27664172387,28.99039593409374,66.96969826257794,12.0,14,1
2021-01-12 15:00:00,177164.0239563532,28.99391091328251,66.97668992324,12.0,15,1
2021-01-12 16:00:00,172172.77041019892,28.997425381143994,66.98368057848454,12.0,16,1
2021-01-12 17:00:00,166363.86960827842,29.000939335870147,66.99067022475585,12.0,17,1
2021-01-12 18:00:00,160132.33142705148,29.004452775653174,66.99765885849874,12.0,18,1
2021-01-12 19:00:00,153901.8952416828,29.00796569868556,67.00464647615853,12.0,19,1
2021-01-12 20:00:00,148096.15022894382,29.011478103160037,67.01163307418105,12.0,20,1
2021-01-12 21:00:00,143109.6710237732,29.01498998726962,67.0186186490127,12.0,21,1
2021-01-12 22:00:00,139281.13561241236,29.01850134920758,67.0256031971003,12.0,22,1
2021-01-12 23:00:00,136870.25692199613,29.02201218716747,67.0325867148913,12.0,23,1
2021-01-13 00:00:00,136040.09936731707,29.025522499343097,67.03956919883359,12.0,0,2
2021-01-13 01:00:00,136845.98439293017,29.02903228392855,67.04655064537563,12.0,1,2
2021-01-13 02:00:00,139231.73984523164,29.032541539118185,67.05353105096643,12.0,2,2
2021-01-13 03:00:00,143033.54744900053,29.036050263106635,67.06051041205545,12.0,3,2
2021-01-13 04:00:00,147991.12486462865,29.039558454088798,67.06748872509276,12.0,4,2
2021-01-13 05:00:00,153765.4790529806,29.043066110259847,67.0744659865289,12.0,5,2
2021-01-13 06:00:00,159962.02002545932,29.04657322981524,67.08144219281503,12.0,6,2
2021-01-13 07:00:00,166157.4590020798,29.050079810950706,67.08841734040274,12.0,7,2
2021-01-13 08:00:00,171928.65740125015,29.053585851862245,67.09539142574425,12.0,8,2
2021-01-13 09:00:00,176881.46047589465,29.057091350746138,67.10236444529227,12.0,9,2
2021-01-13 10:00:00,180677.55080565368,29.060596305798953,67.10933639550005,12.0,10,2
2021-01-13 11:00:00,183057.4921353248,29.064100715217524,67.11630727282143,12.0,11,2
2021-01-13 12:00:00,183858.39397336272,29.06760457719898,67.12327707371072,12.0,12,2
2021-01-13 13:00:00,183024.99419719336,29.07110788994072,67.13024579462287,12.0,13,2
2021-01-13 14:00:00,180613.40563843967,29.074610651640434,67.1372134320133,12.0,14,2
2021-01-13 15:00:00,176787.2726490751,29.078112860496084,67.14417998233802,12.0,15,2
2021-01-13 16:00:00,171806.60089677578,29.081614514705933,67.15114544205359,12.0,16,2
2021-01-13 17:00:00,166010.02285479507,29.085115612468517,67.15810980761711,12.0,17,2
2021-01-13 18:00:00,159791.70862386716,29.08861615198266,67.16507307548626,12.0,18,2
2021-01-13 19:00:00,153574.4963887975,29.092116131447476,67.17203524211925,12.0,19,2
2021-01-13 20:00:00,147781.07413599832,29.095615549062366,67.17899630397487,12.0,20,2
2021-01-13 21:00:00,142805.17672468265,29.09911440302702,67.18595625751247,12.0,21,2
